Name,team,salary,position,years,height,weight,bloodType,throw.by,batting.by,birth.place,birth.day,背番号,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,防御率,勝利,敗北,セーブ,ホールド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS,league
山口　俊,Giants,23e3,投手,13,187,97,O型,右,右,大分,1987-07-11,42,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.87,8,8,0,0,0.5,592,142,118,18,53,8,132,63,61,1.2,4.2,C
重信　慎之介,Giants,2400,外野手,3,173,70,A型,右,左,千葉,1993-04-17,43,0.314,42,111,105,33,0,7,5,3,0,23,3,0,0.333,0.438,0.771,5.24,4.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
カミネロ,Giants,22200,投手,2,193,111,不明,右,右,ドミニカ共和国,1987-06-16,44,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.79,1,1,11,2,0.5,90,18.2,27,1,6,1,19,13,12,1.77,2.75,C
今村　信貴,Giants,1300,投手,7,180,85,AB型,左,左,大阪,1994-03-15,45,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.82,4,2,0,0,0.667,207,51,45,7,13,1,39,17,16,1.14,4.2,C
大城　卓三,Giants,1e3,捕手,1,187,89,B型,右,左,沖縄,1993-02-11,46,0.283,64,151,138,39,3,14,0,12,0,30,1,3,0.34,0.406,0.746,4.74,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
山口　鉄也,Giants,22400,投手,13,184,88,A型,左,左,神奈川,1983-11-11,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
池田　駿,Giants,2e3,投手,2,174,71,A型,左,左,新潟,1992-11-29,48,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.67,1,1,0,1,0.5,76,17.1,20,1,7,2,9,11,9,1.56,4.22,C
石川　慎吾,Giants,2500,外野手,7,178,77,O型,右,右,大阪,1993-04-27,49,0.278,12,19,18,5,0,0,0,1,0,3,0,1,0.316,0.444,0.76,4.21,3.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
戸根　千明,Giants,2e3,投手,4,174,97,A型,左,左,京都,1992-10-17,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
北村　拓己,Giants,800,内野手,1,181,85,A型,右,右,石川,1995-08-29,52,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2.7,-2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
髙田　萌生,Giants,520,投手,2,178,75,A型,右,右,岡山,1998-07-04,53,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,0,1,0,0,0,15,2,6,0,3,1,0,6,6,4.5,9.12,C
山本　泰寛,Giants,1800,内野手,3,176,76,B型,右,右,東京,1993-10-10,56,0.302,21,74,63,19,0,2,1,8,0,8,3,1,0.38,0.365,0.745,5.37,5.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
高木　京介,Giants,410,投手,7,183,86,AB型,左,左,石川,1989-09-05,57,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6,0,0,0,0,0,28,5,8,0,4,0,1,7,7,2.4,5.12,C
立岡　宗一郎,Giants,2900,外野手,10,181,82,A型,右,左,熊本,1990-05-18,58,0.217,36,53,46,10,0,4,3,6,1,10,0,2,0.321,0.217,0.538,2.63,2.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
松原　聖弥,Giants,290,外野手,2,173,72,O型,右,左,大阪,1995-01-26,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
柿澤　貴裕,Giants,650,外野手,6,180,86,A型,右,左,鹿児島,1994-07-30,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
若林　晃弘,Giants,800,内野手,1,180,77,A型,右,両,東京,1993-08-26,60,0.056,17,19,18,1,0,0,0,1,0,6,0,0,0.105,0.056,0.161,-1.48,-1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
中井　大介,Giants,2400,内野手,11,183,88,B型,右,右,三重,1989-11-27,61,0.188,61,95,85,16,1,6,0,6,2,25,2,3,0.258,0.282,0.54,1.89,1.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
篠原　慎平,Giants,1440,投手,4,186,95,A型,右,左,愛媛,1990-06-13,62,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,0,0,0,0,0,47,10,17,2,2,0,2,7,7,1.9,5.92,C
田中　俊太,Giants,800,内野手,1,178,80,O型,右,左,神奈川,1993-08-18,63,0.234,76,196,171,40,0,8,5,20,0,25,5,5,0.314,0.292,0.607,3.2,3.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
大江　竜聖,Giants,500,投手,2,173,80,A型,左,左,神奈川,1999-01-15,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
辻　東倫,Giants,960,内野手,6,181,83,B型,右,左,三重,1994-08-11,65,0.111,7,9,9,1,0,0,0,0,0,1,0,1,0.111,0.111,0.222,-1.92,-1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
村上　海斗,Giants,800,外野手,1,189,95,B型,右,右,京都,1995-07-07,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
和田　恋,Giants,730,外野手,5,180,88,O型,右,右,高知,1995-09-26,67,0.125,5,8,8,1,0,0,0,0,0,4,0,0,0.125,0.125,0.25,-0.85,-0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
吉川　大幾,Giants,1360,内野手,8,176,75,A型,右,右,大阪,1992-08-21,68,0.154,80,18,13,2,0,0,6,2,0,4,3,0,0.267,0.154,0.421,3.5,3.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
田中　貴也,Giants,440,捕手,4,178,80,O型,右,左,京都,1992-08-27,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
田口　麗斗,Giants,9e3,投手,5,171,85,B型,左,左,広島,1995-09-14,90,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.92,2,6,0,0,0.25,347,75,100,12,25,5,50,47,41,1.67,4.99,C
與那原　大剛,Giants,580,投手,3,189,87,A型,右,右,沖縄,1998-03-09,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
アダメス,Giants,300,投手,3,193,86,不明,右,右,ドミニカ共和国,1994-09-27,92,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.08,0,1,3,1,0,78,17.1,17,0,13,0,10,4,4,1.73,4.04,C
湯浅　大,Giants,480,内野手,1,172,70,A型,右,右,群馬,2000-01-24,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
河野　元貴,Giants,700,捕手,9,180,83,B型,右,左,福岡,1991-06-14,94,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2.7,-2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
メルセデス,Giants,270,投手,2,188,82,不明,左,左,ドミニカ共和国,1994-03-08,95,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57,4,2,0,0,0.667,200,51.2,40,2,9,1,30,12,9,0.95,3.04,C
マルティネス,Giants,250,内野手,2,188,77,不明,右,両,ドミニカ共和国,1993-03-29,96,0.18,19,66,61,11,2,5,1,5,0,27,0,0,0.242,0.344,0.587,2.82,2.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
廖任磊,Giants,720,投手,2,201,125,O型,右,右,台湾,1993-08-30,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
増田　大輝,Giants,440,内野手,3,172,68,A型,右,右,徳島,1993-07-29,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
青山　誠,Giants,420,外野手,5,185,88,O型,右,右,兵庫,1991-11-01,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
髙松　渡,Dragons,600,内野手,1,176,65,A型,右,左,兵庫,1999-07-02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
友永　翔太,Dragons,700,外野手,4,170,76,O型,右,左,神奈川,1991-04-01,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
荒木　雅博,Dragons,7e3,内野手,23,180,77,A型,右,右,熊本,1977-09-13,2,0.226,37,64,62,14,1,2,0,1,0,13,1,0,0.238,0.339,0.577,2.68,2.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
高橋　周平,Dragons,1650,内野手,7,180,85,O型,右,左,神奈川,1994-01-18,3,0.263,101,369,335,88,7,47,0,26,1,67,5,8,0.316,0.397,0.713,4.24,4.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
藤井　淳志,Dragons,5500,外野手,13,183,82,O型,右,両,愛知,1981-05-20,4,0.238,82,143,126,30,2,27,0,12,0,29,0,1,0.294,0.333,0.627,3.54,3.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
阿部　寿樹,Dragons,1e3,内野手,3,185,80,B型,右,右,岩手,1989-12-03,5,0.217,18,26,23,5,0,4,0,3,0,3,0,1,0.308,0.348,0.656,3.28,3.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
平田　良介,Dragons,12e3,外野手,13,177,94,B型,右,右,大阪,1988-03-23,6,0.338,111,440,382,129,7,45,8,50,3,57,2,7,0.416,0.463,0.879,7.3,6.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
大島　洋平,Dragons,18e3,外野手,9,176,75,A型,左,左,愛知,1985-11-09,8,0.273,113,517,476,130,5,42,17,35,3,65,1,1,0.326,0.374,0.7,4.56,4.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
石川　駿,Dragons,650,内野手,4,178,82,A型,右,右,滋賀,1990-05-26,9,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2.7,-2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
小笠原　慎之介,Dragons,2100,投手,3,180,95,A型,左,左,神奈川,1997-10-08,11,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.11,5,6,0,0,0.455,466,107.1,108,15,47,3,73,53,49,1.44,4.97,C
田島　慎二,Dragons,11e3,投手,7,181,84,B型,右,右,愛知,1989-12-21,12,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.04,0,4,15,1,0,129,28.1,27,3,17,2,13,19,19,1.55,5.27,C
岩瀬　仁紀,Dragons,7500,投手,20,181,84,AB型,左,左,愛知,1974-11-10,13,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.82,1,0,2,9,1,114,28,24,2,6,3,21,15,15,1.07,3.51,C
谷元　圭介,Dragons,8500,投手,10,167,72,A型,右,右,三重,1985-01-28,14,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9,2,0,0,1,1,56,9.2,22,2,3,0,8,20,16,2.59,5.09,C
又吉　克樹,Dragons,8800,投手,5,181,74,A型,右,右,沖縄,1990-11-04,16,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.17,2,4,0,9,0.333,155,35,46,4,12,1,23,24,24,1.66,4.41,C
柳　裕也,Dragons,1450,投手,2,180,85,A型,右,右,宮崎,1994-04-22,17,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,2,5,0,0,0.286,215,47.1,55,2,18,2,39,33,30,1.54,3.29,C
鈴木　翔太,Dragons,1200,投手,5,183,75,O型,右,右,静岡,1995-06-16,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
吉見　一起,Dragons,7500,投手,13,182,90,A型,右,右,京都,1984-09-19,19,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.65,4,4,0,0,0.5,419,103.2,108,12,18,2,50,42,42,1.22,4.24,C
岡田　俊哉,Dragons,3100,投手,9,178,67,A型,左,左,和歌山,1991-12-05,21,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.75,0,0,0,4,0,81,16,22,2,12,0,11,13,12,2.13,5.62,C
大野　雄大,Dragons,8e3,投手,8,183,83,O型,左,左,京都,1988-09-26,22,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.56,0,3,0,0,0,130,27.1,32,7,19,0,21,27,26,1.87,7,C
遠藤　一星,Dragons,1200,外野手,4,182,83,O型,右,左,東京,1989-03-23,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
福谷　浩司,Dragons,2800,投手,6,183,90,B型,右,右,愛知,1991-01-09,24,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.89,0,1,0,3,0,74,18.2,17,2,4,0,19,7,6,1.13,3.12,C
佐藤　優,Dragons,1100,投手,3,187,85,O型,右,左,宮城,1993-06-29,25,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.51,1,1,1,8,0.5,116,28.2,13,2,14,2,34,8,8,0.94,3.33,C
井領　雅貴,Dragons,900,外野手,4,174,82,O型,右,左,千葉,1989-11-04,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
大野　奨太,Dragons,5100,捕手,10,177,78,O型,右,右,岐阜,1987-01-13,27,0.195,59,157,128,25,2,8,0,19,1,29,9,2,0.304,0.305,0.609,3.06,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
丸山　泰資,Dragons,720,投手,2,176,80,O型,右,右,愛知,1995-02-05,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
山井　大介,Dragons,7200,投手,17,179,86,A型,右,右,大阪,1978-05-10,29,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.04,3,6,0,0,0.333,259,62.1,55,12,21,1,43,28,28,1.22,5.3,C
阿知羅　拓馬,Dragons,800,投手,5,190,95,B型,右,右,大阪,1992-11-20,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
野本　圭,Dragons,980,内野手,10,180,83,B型,左,左,岡山,1984-07-07,31,0.143,7,7,7,1,0,1,0,0,0,1,0,0,0.143,0.286,0.429,0.85,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
石垣　雅海,Dragons,540,内野手,2,181,85,B型,右,右,山形,1998-09-21,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
祖父江　大輔,Dragons,2900,投手,5,175,80,B型,右,左,愛知,1987-08-11,33,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,0,12,0.5,167,39,38,4,15,0,30,15,13,1.36,4.07,C
福　敬登,Dragons,1e3,投手,3,180,88,O型,左,左,兵庫,1992-06-16,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
木下　拓哉,Dragons,1200,捕手,3,183,92,B型,右,右,高知,1991-12-18,35,0.12,16,28,25,3,1,2,0,3,0,9,0,0,0.214,0.28,0.494,1.7,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
石岡　諒太,Dragons,700,内野手,3,187,90,A型,左,左,兵庫,1992-05-25,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
三ツ俣　大樹,Dragons,700,内野手,8,177,84,O型,右,右,東京,1992-05-11,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
松井　雅人,Dragons,2e3,捕手,9,179,81,A型,右,左,群馬,1987-11-19,38,0.22,68,178,141,31,2,18,0,26,1,31,7,2,0.339,0.284,0.623,3.62,3.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
武山　真吾,Dragons,1500,捕手,16,179,88,O型,右,右,愛知,1984-06-22,39,0.086,24,42,35,3,0,5,0,3,0,14,2,0,0.15,0.143,0.293,-0.06,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
石川　翔,Dragons,700,投手,1,179,81,B型,右,左,東京,1999-12-14,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
浅尾　拓也,Dragons,5600,投手,12,182,78,A型,右,右,愛知,1984-10-22,41,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,0,0,0,0,0,18,4,4,1,3,0,2,2,2,1.75,7.62,C
アルモンテ,Dragons,5e3,外野手,1,183,98,不明,右,両,ドミニカ共和国,1989-06-10,42,0.302,104,430,394,119,11,57,1,32,1,81,0,9,0.353,0.459,0.813,5.85,5.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
三ツ間　卓也,Dragons,1200,投手,3,183,92,A型,右,右,群馬,1992-07-22,43,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.12,0,0,0,0,0,31,5.2,8,1,4,3,5,8,7,2.12,7.36,C
モヤ,Dragons,5e3,外野手,1,201,117,不明,右,両,プエルトリコ,1991-08-09,44,0.304,45,100,92,28,3,16,0,6,1,25,0,1,0.35,0.446,0.796,5.61,5.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
杉山　翔大,Dragons,2e3,捕手,6,173,80,O型,右,右,千葉,1991-02-10,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
鈴木　博志,Dragons,1500,投手,1,181,95,A型,右,右,静岡,1997-03-22,46,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.86,4,5,4,12,0.444,204,46.2,42,7,24,1,39,24,20,1.41,4.94,C
笠原　祥太郎,Dragons,1200,投手,2,177,85,A型,左,左,新潟,1995-03-17,47,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.98,3,3,0,0,0.5,322,72.1,75,10,32,4,63,40,40,1.48,4.63,C
溝脇　隼人,Dragons,650,内野手,6,179,75,O型,右,左,熊本,1994-05-17,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
伊藤　康祐,Dragons,550,外野手,1,174,75,AB型,右,右,愛知,2000-02-03,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
清水　達也,Dragons,600,投手,1,182,83,AB型,右,右,埼玉,1999-11-03,50,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,0,0,0,0,10,2,3,0,2,0,2,2,2,2.5,4.12,C
京田　陽太,Dragons,4e3,内野手,2,184,83,O型,右,左,石川,1994-04-20,51,0.232,115,502,461,107,3,34,17,14,4,90,21,9,0.26,0.297,0.557,2.19,2.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
加藤　匠馬,Dragons,550,捕手,4,175,76,B型,右,右,三重,1992-04-29,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
亀澤　恭平,Dragons,2600,内野手,7,174,77,B型,右,左,岡山,1988-10-15,53,0.283,89,171,152,43,0,7,4,15,1,17,3,1,0.351,0.309,0.66,4.14,4.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
藤嶋　健人,Dragons,540,投手,2,177,85,O型,右,右,愛知,1998-05-08,54,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.42,1,1,0,0,0.5,198,47.1,44,3,15,0,29,18,18,1.25,3.67,C
福田　永将,Dragons,3600,内野手,12,181,88,O型,右,右,神奈川,1988-07-23,55,0.275,105,389,353,97,9,50,0,29,3,91,0,12,0.332,0.411,0.742,4.56,4.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
松井　佑介,Dragons,1600,外野手,9,185,87,O型,右,右,大阪,1987-07-10,56,0.105,14,19,19,2,0,0,0,0,0,12,0,0,0.105,0.105,0.211,-1.23,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
ロドリゲス,Dragons,3e3,投手,1,185,91,不明,左,左,ドミニカ共和国,1991-11-14,57,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.31,0,3,0,1,0,23,4.1,5,1,5,0,2,4,4,2.31,8.66,C
谷　哲也,Dragons,1300,内野手,11,180,78,A型,右,右,徳島,1985-07-09,58,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,-2.7,-2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
山本　拓実,Dragons,550,投手,1,167,71,A型,右,右,兵庫,2000-01-31,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
ジー,Dragons,12e3,投手,1,185,92,不明,右,右,アメリカ,1986-04-28,60,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,3,0,0,0,111,27,26,5,7,2,16,14,12,1.22,5.34,C
若松　駿太,Dragons,2500,投手,6,182,82,AB型,右,右,福岡,1995-02-28,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C
